config,concurrency,repeat,task_id,step_id,agent_role,tpot_ms,ttft_ms,latency_ms,prompt_tokens,completion_tokens
TP4 H200 NVLink,8,3,11,P,planner,6.479501724243164,525.1100063323975,622.3025321960449,2130,16
TP4 H200 NVLink,8,3,11,E0,executor,7.347869873046875,493.1063652038574,603.3244132995605,2153,16
TP4 H200 NVLink,8,3,11,E1,executor,6.871422131856282,545.365571975708,586.5941047668457,2174,7
TP4 H200 NVLink,8,3,11,A,aggregator,13.686227798461914,491.546630859375,696.8400478363037,2185,16
TP4 H200 NVLink,8,3,12,P,planner,9.736427446691001,398.26321601867676,1595.84379196167,63,124
TP4 H200 NVLink,8,3,12,E0,executor,7.88274297007808,403.54204177856445,2106.2145233154297,193,217
TP4 H200 NVLink,8,3,12,E1,executor,9.364384412765503,510.36596298217773,884.9413394927979,414,41
TP4 H200 NVLink,8,3,12,A,aggregator,8.057832057456231,560.6577396392822,3469.5351123809814,459,362
TP4 H200 NVLink,8,3,13,P,planner,7.674257497529726,403.20420265197754,1538.994312286377,85,149
TP4 H200 NVLink,8,3,13,E0,executor,9.390542062662416,431.2310218811035,1539.3149852752686,240,119
TP4 H200 NVLink,8,3,13,E1,executor,6.743065722576984,591.2740230560303,1110.490083694458,363,78
TP4 H200 NVLink,8,3,13,A,aggregator,8.237312352134229,488.5890483856201,4055.345296859741,445,434
TP4 H200 NVLink,8,3,14,P,planner,8.753090664960336,479.1574478149414,2895.010471343994,560,277
TP4 H200 NVLink,8,3,14,E0,executor,7.646792668562669,515.1786804199219,2503.344774246216,843,261
TP4 H200 NVLink,8,3,14,E1,executor,8.36471410898062,493.59703063964844,2668.4226989746094,1108,261
TP4 H200 NVLink,8,3,14,A,aggregator,8.119220863520404,518.6495780944824,4691.92910194397,1373,515
TP4 H200 NVLink,8,3,15,P,planner,7.776203722056776,396.1660861968994,1181.5626621246338,45,102
TP4 H200 NVLink,8,3,15,E0,executor,7.365817824999492,446.87485694885254,800.4341125488281,153,49
TP4 H200 NVLink,8,3,15,E1,executor,6.891225775082906,395.71070671081543,726.4895439147949,206,49
TP4 H200 NVLink,8,3,15,A,aggregator,8.368135437252015,471.3175296783447,1534.0707302093506,259,128
TP4 H200 NVLink,8,3,16,P,planner,7.287599072597994,396.0411548614502,1132.0886611938477,62,102
TP4 H200 NVLink,8,3,16,E0,executor,8.160470283194764,393.8910961151123,989.6054267883301,170,74
TP4 H200 NVLink,8,3,16,E1,executor,6.940394639968872,441.4958953857422,497.01905250549316,248,9
TP4 H200 NVLink,8,3,16,A,aggregator,7.956615616293514,442.2039985656738,1794.8286533355713,261,171
TP4 H200 NVLink,8,3,17,P,planner,7.647416170905618,404.0224552154541,1704.0832042694092,84,171
TP4 H200 NVLink,8,3,17,E0,executor,8.164670426032446,456.4666748046875,4693.930625915527,261,520
TP4 H200 NVLink,8,3,17,E1,executor,8.011523928486083,491.8825626373291,4649.863481521606,785,520
TP4 H200 NVLink,8,3,17,A,aggregator,8.81876295263117,568.7358379364014,7359.183311462402,1309,771
TP4 H200 NVLink,8,3,18,P,planner,8.345588684082031,504.9111843109131,1548.109769821167,52,126
TP4 H200 NVLink,8,3,18,E0,executor,7.454420839037214,408.71500968933105,1243.610143661499,184,113
TP4 H200 NVLink,8,3,18,E1,executor,8.55649369103568,509.39297676086426,1467.7202701568604,301,113
TP4 H200 NVLink,8,3,18,A,aggregator,8.294002705836201,494.42005157470703,8821.598768234253,418,1005
TP4 H200 NVLink,8,3,19,P,planner,8.067415981757932,428.0683994293213,758.8324546813965,37,42
TP4 H200 NVLink,8,3,19,E0,executor,8.488882671702992,402.8029441833496,1149.824619293213,85,89
TP4 H200 NVLink,8,3,19,E1,executor,6.877326965332031,471.88878059387207,540.6620502471924,178,11
TP4 H200 NVLink,8,3,19,A,aggregator,7.961205909588585,392.1186923980713,1689.7952556610107,193,164
TP4 H200 NVLink,8,3,20,P,planner,5.275492441086542,615.0202751159668,1168.9469814300537,112,106
TP4 H200 NVLink,8,3,20,E0,executor,8.094303905011747,429.8253059387207,2963.3424282073975,224,314
TP4 H200 NVLink,8,3,20,E1,executor,7.71044397354126,582.3469161987305,4437.56890296936,542,501
TP4 H200 NVLink,8,3,20,A,aggregator,8.585165338376868,575.4854679107666,8800.073862075806,1047,959
TP4 H200 NVLink,8,3,21,P,planner,6.748080253601074,403.11574935913086,686.535120010376,107,43
TP4 H200 NVLink,8,3,21,E0,executor,7.1375094927274265,402.61292457580566,773.7634181976318,156,53
TP4 H200 NVLink,8,3,21,E1,executor,6.757435975251375,403.0599594116211,585.5107307434082,213,28
TP4 H200 NVLink,8,3,21,A,aggregator,7.657437446789864,427.78801918029785,4907.388925552368,245,586
TP4 H200 NVLink,8,3,22,P,planner,9.33143349944568,393.5258388519287,962.7432823181152,39,62
TP4 H200 NVLink,8,3,22,E0,executor,9.369106853709502,399.03879165649414,876.8632411956787,107,52
TP4 H200 NVLink,8,3,22,E1,executor,6.815754283558238,398.36668968200684,773.23317527771,163,56
TP4 H200 NVLink,8,3,22,A,aggregator,7.284459688805587,458.2512378692627,1558.2046508789062,223,152
TP4 H200 NVLink,8,3,23,P,planner,7.901519968889762,419.677734375,1510.087490081787,118,139
TP4 H200 NVLink,8,3,23,E0,executor,7.479219687612433,446.4595317840576,1867.51127243042,263,191
TP4 H200 NVLink,8,3,23,E1,executor,8.483261039632547,479.5663356781006,4950.244903564453,458,528
TP4 H200 NVLink,8,3,23,A,aggregator,8.64440229322229,487.47849464416504,8232.862949371338,990,897
TP4 H200 NVLink,8,3,24,P,planner,7.000731385272482,503.51691246032715,1469.6178436279297,715,139
TP4 H200 NVLink,8,3,24,E0,executor,7.737138332464756,491.779088973999,1698.772668838501,860,157
TP4 H200 NVLink,8,3,24,E1,executor,7.482976129610244,522.7892398834229,1615.3037548065186,1021,147
TP4 H200 NVLink,8,3,24,A,aggregator,8.508115357405915,493.2870864868164,4007.138729095459,1172,414
TP4 H200 NVLink,8,3,25,P,planner,6.707150936126709,400.7112979888916,1071.4263916015625,46,101
TP4 H200 NVLink,8,3,25,E0,executor,8.037302543572219,431.69116973876953,3140.2621269226074,153,338
TP4 H200 NVLink,8,3,25,E1,executor,8.041140797374013,508.43358039855957,1971.9212055206299,495,183
TP4 H200 NVLink,8,3,25,A,aggregator,8.20611317952474,482.12456703186035,7252.1679401397705,682,826
TP4 H200 NVLink,8,3,26,P,planner,8.143276239918396,458.51778984069824,2298.898220062256,56,227
TP4 H200 NVLink,8,3,26,E0,executor,6.897290547688802,482.4566841125488,896.294116973877,289,61
TP4 H200 NVLink,8,3,26,E1,executor,6.81025505065918,523.5316753387451,693.7880516052246,354,26
TP4 H200 NVLink,8,3,26,A,aggregator,7.8348989756602165,494.05717849731445,2155.0557613372803,384,213
TP4 H200 NVLink,8,3,27,P,planner,7.644189487804066,404.0665626525879,1244.9274063110352,63,111
TP4 H200 NVLink,8,3,27,E0,executor,7.646834652726821,493.35575103759766,1877.4328231811523,180,182
TP4 H200 NVLink,8,3,27,E1,executor,6.946369453712746,554.2895793914795,741.8415546417236,366,28
TP4 H200 NVLink,8,3,27,A,aggregator,7.946933131264553,487.7357482910156,2927.4442195892334,398,308
TP4 H200 NVLink,8,3,28,P,planner,7.784171537919478,523.6008167266846,694.8525905609131,48,23
TP4 H200 NVLink,8,3,28,E0,executor,12.472319602966309,495.7766532897949,745.2230453491211,77,21
TP4 H200 NVLink,8,3,28,E1,executor,8.48311185836792,397.3536491394043,431.286096572876,102,5
TP4 H200 NVLink,8,3,28,A,aggregator,8.485297687718125,415.79508781433105,933.3982467651367,111,62
TP4 H200 NVLink,8,3,29,P,planner,9.306617685266444,525.6662368774414,870.0110912322998,43,38
TP4 H200 NVLink,8,3,29,E0,executor,7.701213019234793,396.2399959564209,665.7824516296387,87,36
TP4 H200 NVLink,8,3,29,E1,executor,6.782478756374783,393.45669746398926,637.6259326934814,127,37
TP4 H200 NVLink,8,3,29,A,aggregator,6.925274686115544,399.45435523986816,1251.26314163208,168,124
TP4 H200 NVLink,8,3,30,P,planner,8.03348631925986,483.05201530456543,2764.5621299743652,761,285
TP4 H200 NVLink,8,3,30,E0,executor,7.72266774564176,490.48686027526855,1919.1803932189941,1052,186
TP4 H200 NVLink,8,3,30,E1,executor,12.606151401996613,516.6330337524414,920.029878616333,1242,33
TP4 H200 NVLink,8,3,30,A,aggregator,8.427095187753087,502.7885437011719,4067.4498081207275,1279,424
TP4 H200 NVLink,8,3,31,P,planner,8.296755923340653,489.6059036254883,6753.656625747681,472,756
TP4 H200 NVLink,8,3,31,E0,executor,8.439742917650888,504.31299209594727,7365.823984146118,1234,814
TP4 H200 NVLink,8,3,31,E1,executor,6.691980361938477,511.1851692199707,611.5648746490479,2053,16
TP4 H200 NVLink,8,3,31,A,aggregator,6.777509053548177,518.4240341186523,620.086669921875,2074,16
TP4 H200 NVLink,8,3,32,P,planner,7.638023127263515,403.9945602416992,1923.9611625671387,119,200
TP4 H200 NVLink,8,3,32,E0,executor,8.327525915558805,487.88976669311523,5334.50984954834,325,583
TP4 H200 NVLink,8,3,32,E1,executor,8.369111932839724,583.0948352813721,5453.917980194092,912,583
TP4 H200 NVLink,8,3,32,A,aggregator,8.44439016569645,543.3664321899414,4225.120544433594,1499,437
TP4 H200 NVLink,8,3,33,P,planner,8.949029736402558,394.7410583496094,1495.471715927124,64,124
TP4 H200 NVLink,8,3,33,E0,executor,9.131206009916204,396.55232429504395,1921.4637279510498,194,168
TP4 H200 NVLink,8,3,33,E1,executor,6.787262464824476,500.02121925354004,628.9792060852051,366,20
TP4 H200 NVLink,8,3,33,A,aggregator,7.540395765593558,480.1056385040283,1973.1040000915527,390,199
TP4 H200 NVLink,8,3,34,P,planner,7.583992077353222,395.65587043762207,1783.5264205932617,67,184
TP4 H200 NVLink,8,3,34,E0,executor,8.39217259333684,488.2369041442871,7034.1315269470215,257,781
TP4 H200 NVLink,8,3,34,E1,executor,7.856896649236265,499.1161823272705,2306.2024116516113,1042,231
TP4 H200 NVLink,8,3,34,A,aggregator,8.743825147855649,570.71852684021,10494.960069656372,1277,1136
TP4 H200 NVLink,8,3,35,P,planner,7.83693790435791,403.2902717590332,1328.0489444732666,174,119
TP4 H200 NVLink,8,3,35,E0,executor,8.541751499018392,485.628604888916,10821.147918701172,299,1211
TP4 H200 NVLink,8,3,35,E1,executor,8.620709623753898,505.2921772003174,8626.00064277649,1514,943
TP4 H200 NVLink,8,3,35,A,aggregator,6.866105397542317,497.9395866394043,600.9311676025391,2462,16
TP4 H200 NVLink,8,3,36,P,planner,7.940012664621132,540.6544208526611,4026.319980621338,288,440
TP4 H200 NVLink,8,3,36,E0,executor,8.199540154026474,501.59144401550293,3969.996929168701,734,424
TP4 H200 NVLink,8,3,36,E1,executor,8.738739149911064,484.8513603210449,3910.4371070861816,1162,393
TP4 H200 NVLink,8,3,36,A,aggregator,10.652860005696615,501.35207176208496,661.1449718475342,1559,16
TP4 H200 NVLink,8,3,37,P,planner,8.31624998975156,484.1339588165283,1598.5114574432373,101,135
TP4 H200 NVLink,8,3,37,E0,executor,7.562027496545493,403.486967086792,1515.1050090789795,242,148
TP4 H200 NVLink,8,3,37,E1,executor,18.526857549493965,547.9357242584229,751.7311573028564,394,12
TP4 H200 NVLink,8,3,37,A,aggregator,8.008013238440027,488.6035919189453,1633.7494850158691,410,144
TP4 H200 NVLink,8,3,38,P,planner,9.57284294641935,395.94364166259766,1391.51930809021,49,105
TP4 H200 NVLink,8,3,38,E0,executor,6.82529281167423,466.5384292602539,930.6583404541016,160,69
TP4 H200 NVLink,8,3,38,E1,executor,7.260683704825008,401.6757011413574,895.402193069458,233,69
TP4 H200 NVLink,8,3,38,A,aggregator,8.63066435929371,519.8264122009277,4369.102716445923,306,447
TP4 H200 NVLink,8,3,39,P,planner,7.7119187994317695,532.7403545379639,3339.878797531128,531,365
TP4 H200 NVLink,8,3,39,E0,executor,8.524449972005991,587.2416496276855,3690.141439437866,902,365
TP4 H200 NVLink,8,3,39,E1,executor,8.449629112914367,507.4343681335449,3583.099365234375,1271,365
TP4 H200 NVLink,8,3,39,A,aggregator,6.414635976155599,549.8707294464111,646.0902690887451,1640,16
TP4 H200 NVLink,8,3,40,P,planner,6.795406341552734,399.0306854248047,602.8928756713867,42,31
TP4 H200 NVLink,8,3,40,E0,executor,10.04151375063004,474.08127784729004,785.3682041168213,79,32
TP4 H200 NVLink,8,3,40,E1,executor,6.754950114658901,397.416353225708,633.8396072387695,115,36
TP4 H200 NVLink,8,3,40,A,aggregator,6.763519025316425,457.4759006500244,802.4153709411621,155,52
TP4 H200 NVLink,8,3,42,P,planner,8.347778734953508,481.6710948944092,1441.6656494140625,55,116
TP4 H200 NVLink,8,3,42,E0,executor,7.269955999840239,520.4188823699951,2097.999334335327,177,218
TP4 H200 NVLink,8,3,42,E1,executor,9.457689385081446,498.4102249145508,2125.1327991485596,399,173
TP4 H200 NVLink,8,3,42,A,aggregator,8.1656616686028,530.4811000823975,2759.706735610962,576,274
TP4 H200 NVLink,8,3,43,P,planner,7.971087429258558,401.5939235687256,3271.1853981018066,85,361
TP4 H200 NVLink,8,3,43,E0,executor,8.78717542633297,497.45798110961914,6077.314376831055,452,636
TP4 H200 NVLink,8,3,43,E1,executor,8.902992887247908,491.2831783294678,6287.131547927856,1092,652
TP4 H200 NVLink,8,3,43,A,aggregator,9.924557473924425,493.0131435394287,850.297212600708,1748,37
TP4 H200 NVLink,8,3,44,P,planner,6.403684616088867,412.4581813812256,540.5318737030029,50,21
TP4 H200 NVLink,8,3,44,E0,executor,6.4484357833862305,532.8710079193115,661.8397235870361,77,21
TP4 H200 NVLink,8,3,44,E1,executor,6.511294841766357,492.6443099975586,622.8702068328857,102,21
TP4 H200 NVLink,8,3,44,A,aggregator,7.099545001983643,401.4897346496582,543.480634689331,127,21
TP4 H200 NVLink,8,3,45,P,planner,6.7934267448656485,525.7439613342285,974.1101264953613,45,67
TP4 H200 NVLink,8,3,45,E0,executor,8.182239532470703,417.12355613708496,1194.4363117218018,118,96
TP4 H200 NVLink,8,3,45,E1,executor,6.869749589399858,430.1307201385498,883.5341930389404,218,67
TP4 H200 NVLink,8,3,45,A,aggregator,8.765529747584358,507.2312355041504,2251.5716552734375,289,200
TP4 H200 NVLink,8,3,46,P,planner,8.702031682046611,399.80602264404297,1174.2868423461914,52,90
TP4 H200 NVLink,8,3,46,E0,executor,9.475959820693799,438.49658966064453,2125.2174377441406,148,179
TP4 H200 NVLink,8,3,46,E1,executor,7.752554757254464,487.0119094848633,1572.3695755004883,331,141
TP4 H200 NVLink,8,3,46,A,aggregator,8.650506277219945,484.94482040405273,2310.201644897461,476,212
TP4 H200 NVLink,8,3,47,P,planner,8.870730033287636,406.80670738220215,868.0846691131592,56,53
TP4 H200 NVLink,8,3,47,E0,executor,8.15136092049735,445.6055164337158,787.9626750946045,115,43
TP4 H200 NVLink,8,3,47,E1,executor,9.635527928670248,463.822603225708,839.6081924438477,162,40
TP4 H200 NVLink,8,3,47,A,aggregator,6.743987401326497,490.4439449310303,874.8512268066406,206,58
TP4 H200 NVLink,8,3,48,P,planner,8.81872722443114,411.3187789916992,3727.1602153778076,73,377
TP4 H200 NVLink,8,3,48,E0,executor,7.958900510219106,516.2351131439209,2330.864429473877,456,229
TP4 H200 NVLink,8,3,48,E1,executor,8.603759991225376,503.35073471069336,2103.6500930786133,689,187
TP4 H200 NVLink,8,3,48,A,aggregator,8.589949129122251,505.1846504211426,13510.367631912231,880,1515
TP4 H200 NVLink,8,3,49,P,planner,7.58746712507602,495.06235122680664,1762.169361114502,644,168
TP4 H200 NVLink,8,3,49,E0,executor,8.831568714105906,525.7918834686279,7087.647438049316,818,744
TP4 H200 NVLink,8,3,49,E1,executor,8.18732196250848,503.8633346557617,7905.202388763428,1566,905
TP4 H200 NVLink,8,3,49,A,aggregator,7.2305043538411455,539.4620895385742,647.9196548461914,2476,16
TP4 H200 NVLink,8,3,50,P,planner,6.790787565941904,406.3992500305176,752.7294158935547,46,52
TP4 H200 NVLink,8,3,50,E0,executor,10.471742544601213,430.4525852203369,1132.0593357086182,104,68
TP4 H200 NVLink,8,3,50,E1,executor,6.732965583231912,503.38172912597656,954.4904232025146,176,68
TP4 H200 NVLink,8,3,50,A,aggregator,7.595346934759795,482.3262691497803,991.2145137786865,248,68
TP4 H200 NVLink,8,3,51,P,planner,8.942866544111059,492.25687980651855,1467.029333114624,39,110
TP4 H200 NVLink,8,3,51,E0,executor,8.92347461449172,404.2329788208008,7855.334281921387,155,836
TP4 H200 NVLink,8,3,51,E1,executor,7.544964769460859,537.9810333251953,1571.641206741333,995,138
TP4 H200 NVLink,8,3,51,A,aggregator,8.037364832661059,544.6751117706299,10679.792165756226,1137,1262
TP4 H200 NVLink,8,3,52,P,planner,8.671967380018119,403.5522937774658,1123.3255863189697,56,84
TP4 H200 NVLink,8,3,52,E0,executor,8.032620963403733,428.2493591308594,2323.9479064941406,146,237
TP4 H200 NVLink,8,3,52,E1,executor,6.76939222547743,587.172269821167,769.9458599090576,387,28
TP4 H200 NVLink,8,3,52,A,aggregator,8.728496320955045,493.8993453979492,5259.658336639404,419,547
TP4 H200 NVLink,8,3,53,P,planner,8.487840716758472,509.077787399292,1264.495611190796,59,90
TP4 H200 NVLink,8,3,53,E0,executor,7.189255494337815,443.16983222961426,1471.2333679199219,155,144
TP4 H200 NVLink,8,3,53,E1,executor,6.795717322308084,496.2923526763916,652.5938510894775,303,24
TP4 H200 NVLink,8,3,53,A,aggregator,9.509258880847838,490.8311367034912,3609.868049621582,331,329
TP4 H200 NVLink,8,3,54,P,planner,7.316661186707326,502.15935707092285,1643.5585021972656,80,157
TP4 H200 NVLink,8,3,54,E0,executor,9.26070788810993,425.4465103149414,3111.0517978668213,243,291
TP4 H200 NVLink,8,3,54,E1,executor,8.833975162146226,549.1578578948975,1485.5592250823975,538,107
TP4 H200 NVLink,8,3,54,A,aggregator,7.830270098452746,499.44067001342773,4273.630857467651,649,483
TP4 H200 NVLink,8,3,55,P,planner,9.255151490907412,399.36208724975586,2111.565113067627,78,186
TP4 H200 NVLink,8,3,55,E0,executor,12.106603384017944,453.4189701080322,937.68310546875,270,41
TP4 H200 NVLink,8,3,55,E1,executor,6.780245724846335,483.691930770874,714.2202854156494,315,35
TP4 H200 NVLink,8,3,55,A,aggregator,8.607535235649717,657.7541828155518,2603.0571460723877,354,227
TP4 H200 NVLink,8,3,56,P,planner,12.288888295491537,404.6154022216797,883.8820457458496,48,40
TP4 H200 NVLink,8,3,56,E0,executor,7.270377257774616,405.43174743652344,827.1136283874512,94,59
TP4 H200 NVLink,8,3,56,E1,executor,6.743995959942158,422.56879806518555,860.9285354614258,159,66
TP4 H200 NVLink,8,3,56,A,aggregator,6.745789601252629,405.51090240478516,843.987226486206,229,66
TP4 H200 NVLink,8,3,57,P,planner,8.10313580641106,427.4723529815674,1513.2925510406494,40,135
TP4 H200 NVLink,8,3,57,E0,executor,8.565235823488083,424.3934154510498,5786.23104095459,181,627
TP4 H200 NVLink,8,3,57,E1,executor,8.840736136379013,621.5248107910156,2089.0870094299316,812,167
TP4 H200 NVLink,8,3,57,A,aggregator,5.9189506611981235,495.9259033203125,9113.91806602478,983,1457
TP4 H200 NVLink,8,3,58,P,planner,8.789193140317316,402.6811122894287,1044.2922115325928,41,74
TP4 H200 NVLink,8,3,58,E0,executor,10.053695331920277,398.057222366333,951.0104656219482,121,56
TP4 H200 NVLink,8,3,58,E1,executor,7.82166695108219,455.56116104125977,838.8228416442871,181,50
TP4 H200 NVLink,8,3,58,A,aggregator,7.834266532551158,408.0801010131836,1786.9110107421875,235,177
TP4 H200 NVLink,8,3,59,P,planner,8.653755541200992,431.02288246154785,898.3256816864014,47,55
TP4 H200 NVLink,8,3,59,E0,executor,8.481948709762486,461.51280403137207,4880.608081817627,108,522
TP4 H200 NVLink,8,3,59,E1,executor,8.423331905813779,635.4126930236816,1208.1992626190186,634,69
TP4 H200 NVLink,8,3,59,A,aggregator,7.096607914174578,496.63305282592773,2490.7798767089844,707,282
TP4 H200 NVLink,8,3,60,P,planner,7.282803275368431,503.12280654907227,903.6769866943359,47,56
TP4 H200 NVLink,8,3,60,E0,executor,6.8080160352918835,404.918909072876,466.19105339050293,109,10
TP4 H200 NVLink,8,3,60,E1,executor,6.887197494506836,422.26123809814453,429.14843559265137,123,2
TP4 H200 NVLink,8,3,60,A,aggregator,6.784809960259332,405.7424068450928,466.80569648742676,129,10
TP4 H200 NVLink,8,3,61,P,planner,8.479667540213361,486.8800640106201,3895.7064151763916,879,403
TP4 H200 NVLink,8,3,61,E0,executor,7.482295605673719,601.9930839538574,3609.8759174346924,1288,403
TP4 H200 NVLink,8,3,61,E1,executor,5.751609802246094,505.3279399871826,511.0795497894287,1695,2
TP4 H200 NVLink,8,3,61,A,aggregator,5.94573974609375,508.6705684661865,657.3140621185303,1701,26
TP4 H200 NVLink,8,3,62,P,planner,7.291126251220703,542.3555374145508,651.7224311828613,1892,16
TP4 H200 NVLink,8,3,62,E0,executor,6.7692915598551435,503.48711013793945,605.0264835357666,1915,16
TP4 H200 NVLink,8,3,62,E1,executor,7.178052266438802,510.8339786529541,618.5047626495361,1936,16
TP4 H200 NVLink,8,3,62,A,aggregator,6.835619608561198,496.71149253845215,599.2457866668701,1957,16
TP4 H200 NVLink,8,3,63,P,planner,9.647758974545244,484.88521575927734,3147.6666927337646,69,277
TP4 H200 NVLink,8,3,63,E0,executor,6.234009552001953,484.0097427368164,8276.521682739258,352,1251
TP4 H200 NVLink,8,3,63,E1,executor,5.763230785246818,512.0387077331543,690.6988620758057,1606,32
TP4 H200 NVLink,8,3,63,A,aggregator,5.232114318414783,493.8528537750244,2707.0372104644775,1642,424
TP4 H200 NVLink,32,1,0,P,planner,34.29429940503053,233.80374908447266,3628.939390182495,147,100
TP4 H200 NVLink,32,1,0,E0,executor,16.764171918233234,1616.450548171997,3628.1511783599854,253,121
TP4 H200 NVLink,32,1,0,E1,executor,17.482508410204638,468.6124324798584,2409.1708660125732,378,112
TP4 H200 NVLink,32,1,0,A,aggregator,18.126805205094186,520.8613872528076,3964.954376220703,494,191
TP4 H200 NVLink,32,1,1,P,planner,31.262584686279297,490.83805084228516,4398.661136627197,70,126
TP4 H200 NVLink,32,1,1,E0,executor,17.822288565619296,845.5431461334229,6031.829118728638,202,292
TP4 H200 NVLink,32,1,1,E1,executor,16.875378083716775,637.4025344848633,5818.143606185913,498,308
TP4 H200 NVLink,32,1,1,A,aggregator,15.704973090079523,572.9038715362549,4467.737197875977,810,249
TP4 H200 NVLink,32,1,2,P,planner,18.745619317759637,524.7287750244141,4836.221218109131,389,231
TP4 H200 NVLink,32,1,2,E0,executor,16.903394975032903,670.076847076416,20649.889707565308,626,1183
TP4 H200 NVLink,32,1,2,E1,executor,15.09525559165261,497.2090721130371,995.3525066375732,1813,34
TP4 H200 NVLink,32,1,2,A,aggregator,15.492096671992222,500.14543533325195,9470.069408416748,1851,580
TP4 H200 NVLink,32,1,3,P,planner,21.741024486681553,588.4652137756348,4741.0008907318115,55,192
TP4 H200 NVLink,32,1,3,E0,executor,18.31966269876539,503.063440322876,7611.092567443848,253,389
TP4 H200 NVLink,32,1,3,E1,executor,19.233987205906917,501.0974407196045,2328.3262252807617,646,96
TP4 H200 NVLink,32,1,3,A,aggregator,16.502898553945318,499.07684326171875,16391.36815071106,746,964
TP4 H200 NVLink,32,1,4,P,planner,22.209367650077944,588.2947444915771,4741.446495056152,58,188
TP4 H200 NVLink,32,1,4,E0,executor,18.403729971717386,509.8114013671875,9269.986867904663,252,477
TP4 H200 NVLink,32,1,4,E1,executor,16.15249108867485,497.0266819000244,8185.612440109253,733,477
TP4 H200 NVLink,32,1,4,A,aggregator,14.086140046908161,601.1145114898682,18490.512371063232,1214,1271
TP4 H200 NVLink,32,1,5,P,planner,33.50832462310791,607.4869632720947,4293.402671813965,57,111
TP4 H200 NVLink,32,1,5,E0,executor,23.440076754643368,950.6480693817139,1560.0900650024414,174,27
TP4 H200 NVLink,32,1,5,E1,executor,27.262820137871635,460.3574275970459,705.7228088378906,205,10
TP4 H200 NVLink,32,1,5,A,aggregator,17.490291595458984,406.9695472717285,1368.9355850219727,219,56
TP4 H200 NVLink,32,1,6,P,planner,26.711334318122606,587.8982543945312,4567.8870677948,51,150
TP4 H200 NVLink,32,1,6,E0,executor,18.735589118125542,676.0845184326172,8751.123428344727,207,432
TP4 H200 NVLink,32,1,6,E1,executor,15.858726563796498,500.31375885009766,5353.084087371826,643,307
TP4 H200 NVLink,32,1,6,A,aggregator,13.535585296287966,600.7280349731445,24694.069862365723,954,1781
TP4 H200 NVLink,32,1,7,P,planner,16.6678881460382,607.0690155029297,4907.384157180786,59,259
TP4 H200 NVLink,32,1,7,E0,executor,16.889709338807222,687.9806518554688,5501.547813415527,324,286
TP4 H200 NVLink,32,1,7,E1,executor,17.00448329885938,624.4537830352783,5538.74945640564,614,290
TP4 H200 NVLink,32,1,7,A,aggregator,16.144724727905903,500.72193145751953,16161.104917526245,908,971
TP4 H200 NVLink,32,1,8,P,planner,75.46731630961101,694.4653987884521,1826.4751434326172,2899,16
TP4 H200 NVLink,32,1,8,E0,executor,0.3991921742757161,3081.8536281585693,3087.841510772705,2922,16
TP4 H200 NVLink,32,1,8,E1,executor,14.343484242757162,681.0863018035889,896.2385654449463,2943,16
TP4 H200 NVLink,32,1,8,A,aggregator,15.93302090962728,585.5989456176758,824.594259262085,2964,16
TP4 H200 NVLink,32,1,9,P,planner,31.994522145364137,706.1765193939209,4321.557521820068,49,114
TP4 H200 NVLink,32,1,9,E0,executor,18.003873422112264,921.4122295379639,3477.9622554779053,169,143
TP4 H200 NVLink,32,1,9,E1,executor,18.087344091446674,507.3809623718262,1610.7089519500732,316,62
TP4 H200 NVLink,32,1,9,A,aggregator,17.76301120889598,515.6593322753906,3091.2959575653076,382,146
TP4 H200 NVLink,32,1,10,P,planner,73.44485918680827,798.4905242919922,1900.1634120941162,2609,16
TP4 H200 NVLink,32,1,10,E0,executor,2.9608567555745444,3007.9638957977295,3052.3767471313477,2632,16
TP4 H200 NVLink,32,1,10,E1,executor,12.264680862426758,675.3427982330322,859.3130111694336,2653,16
TP4 H200 NVLink,32,1,10,A,aggregator,15.906381607055664,583.425760269165,822.021484375,2674,16
TP4 H200 NVLink,32,1,11,P,planner,38.04498910903931,705.6419849395752,4053.601026535034,50,89
TP4 H200 NVLink,32,1,11,E0,executor,18.03687758046418,1188.1451606750488,8511.117458343506,145,407
TP4 H200 NVLink,32,1,11,E1,executor,16.301982433764966,655.2331447601318,6931.496381759644,556,386
TP4 H200 NVLink,32,1,11,A,aggregator,16.250174889449813,575.0625133514404,10032.66429901123,946,583
TP4 H200 NVLink,32,1,12,P,planner,35.52282716810089,704.2136192321777,4149.927854537964,105,98
TP4 H200 NVLink,32,1,12,E0,executor,17.976515657961155,1091.3100242614746,11194.111824035645,209,563
TP4 H200 NVLink,32,1,12,E1,executor,16.03788162799592,546.520471572876,8084.324836730957,776,471
TP4 H200 NVLink,32,1,12,A,aggregator,15.619214375813803,499.0653991699219,11276.323318481445,1251,691
TP4 H200 NVLink,32,1,13,P,planner,38.3023899721812,796.5755462646484,3975.6739139556885,117,84
TP4 H200 NVLink,32,1,13,E0,executor,17.386237780253094,1265.6219005584717,2934.7007274627686,207,97
TP4 H200 NVLink,32,1,13,E1,executor,18.39167873064677,521.8627452850342,2287.463903427124,308,97
TP4 H200 NVLink,32,1,13,A,aggregator,18.039669568025612,494.40455436706543,7620.074033737183,409,396
TP4 H200 NVLink,32,1,14,P,planner,39.71152901649475,704.0164470672607,3880.938768386841,48,81
